season,date,team,opponent,result,score_for,score_against,total_penalties,opponent_penalties,total_knocks,opponent_knocks,double_tackles,scrums_won,scrums_lost,scrums_stolen,lineouts_won,lineouts_lost,lineouts_stolen,total_tackles_made,total_tackles_missed,team_tackle_percentage,maul_success,kicking
2026-2027,2026-08-29,Rocky Gorge D1,Mount St. Mary's,Loss,0,15,11,10,11,8,11,7,1,2,7,3,2,51,9,85,3/4,-
2026-2027,2026-09-19,Rocky Gorge D1,Washington RFC,Win,25,14,10,12,10,6,14,6,0,1,6,1,4,82,10,89.13,1/2,Conv 1/4, PK 1/1
